source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
mb,http://www.mb.com.ph/articles/328452/5-dead-landslide-during-juanings-onslaught,3843,07/26/2011 10:00:00 PM,,Camarines Norte,"5 dead in landslide at the height of ""Juaning's"" onslaught By AARON RECUENCO July 27, 2011, 12:07pm  MANILA, Philippines  -- Five members of a family died when their house was buried in a landslide at the height of tropical storm “Juaning” onslaught in Camarines Norte late Tuesday night.  The Camarines Norte landslide brought the death toll of the weather disturbance to 20, 15 of them in Bicol region—seven in Albay, two in Catanduanes, and one in Camarines Sur.  Local disaster officials said two others died in Cavite and one each in Marinduque, Iloilo and Quezon province.  Senior Supt. Victor Deona, deputy regional director for Administration of the Bicol regional police, said the landslide occurred in Barangay Sta. Rosa Norte, Jose Panganiban, in Camarines Norte at around 11:30 p.m. Tuesday.  “Five members of a family died as a result, we are still getting further details like the names and if there are still reported missing,” said Deona.  Bicol region is the hardest hit of tropica",Camarines Norte,5km,landslide,downpour,medium,unknown,5.0,,,,,glc,3843.0,Philippines,PH,Bicol,5025.0,Batobalane,2.01245,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.7663,14.2245
philstar,http://www.philstar.com/Article.aspx?articleId=586129&publicationSubCategoryId=200,2005,06/20/2010 12:00:00 AM,,"near matanog and Buldon and Barira, Mindanao island","At least 20,000 people have been displaced as torrential rains caused flash floods and small landslides in southern Philippines today, local and disaster officials said.  Ten villages in two towns in Mindanao's Maguindanao province were under water as a local river burst its banks, inundating homes and roads, the provincial disaster coordinating office said.  Most of the affected residents come from communities near the banks of the Simuay river which overflowed after just several hours of heavy rains, Sultan Kudarat town mayor Tocao Mastura told local media.","near matanog and Buldon and Barira, Mindanao island",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2005.0,Philippines,PH,Autonomous Region in Muslim Mindanao,2485.0,Rominimbang,1.35548,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.3113,7.5048
gmanetwork,http://www.gmanetwork.com/news/story/287838/news/nation/ports-in-mindoro-samar-suspend-operations-as-quinta-crosses-palawan,4683,12/26/2012 08:00:00 AM,,"Brgy. 1 and 3 of Sogod, Barangay Kahupain, Sogod, Southern Leyte","The National Disaster Risk Reduction and Management Council (NDRRMC) said Quinta caused a minor landslide in Barangay Kahupain, Sogod, Southern Leyte, at 4:00 a.m., December 26. The landslide rendered the Kahupian-Sogod Road impassable, though the Department of Public Works and Highways Southern Leyte Engineering District rushed to the area to clear the road. Sogod's local police force also responded to the incident.Another landslide occurred in the evening of December 26, the NDRRMC later reported. The minor landslide was at Brgy. 1 and 3 of Sogod, and clearing operations were undertaken as of 7 p.m. of December 26.","Brgy. 1 and 3 of Sogod, Barangay Kahupain, Sogod, Southern Leyte",5km,landslide,tropical_cyclone,medium,unknown,,,Tropical Cyclone Quinta,,,glc,4683.0,Philippines,PH,Eastern Visayas,8303.0,Sogod,0.93745,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.9845,10.3926
newsinfo.inquirer,http://newsinfo.inquirer.net/94475/landslide-hurts-woman-as-rains-hit-catanduanes,4047,11/16/2011 12:00:00 AM,,"Mindanao, Catanduanes","Heavy rains spawned by a low pressure area in Mindanao brought floods to this capital town and a landslide in one town that injured a 66-year-old woman yesterday.At the Catanduanes National High School, the province’s biggest public school with 3,000 students, school officials suspended classes in the afternoon after floods started to enter the campus from rice fields.","Mindanao, Catanduanes",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,4047.0,Philippines,PH,Zamboanga Peninsula,4172.0,Katipunan,1.7591,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.2981,8.5091
Philippine Information Agency,http://news.pia.gov.ph/article/view/1141476933438/six-road-sections-in-car-are-closed-to-traffic-due-to-typhoon-lawin,9658,10/20/2016 12:00:00 AM,,Balbalan-Pinukpuk Road K0490+950,"Meanwhile, the Balbalan-Pinukpuk Road K0490+950 Comyaas, Balbalan, under the Upper Kalinga DEO, was closed to traffic due to soil collapse.",Balbalan-Pinukpuk Road K0490+950,25km,landslide,tropical_cyclone,medium,below_road,0.0,0.0,Lawin,,,glc,9658.0,Philippines,PH,Cordillera,0.0,Pinukpuk,12.4324,10/27/2016 01:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.3267,17.5291
newsinfo.inquirer,http://newsinfo.inquirer.net/35603/mudslide-buries-house-in-antipolo-city,3872,08/02/2011 07:00:00 AM,,Antipolo City,"MANILA, Philippines—A landslide brought about by heavy rains buried a house in Antipolo City on Tuesday, a Philippine National Police spokesman said Wednesday.  Chief Superintendent Agrimero Cruz Jr. said the house , which was located at Hardrock Unit 5, Lower Pagrai Hills, Mayamot village in Antipolo City, was owned by a certain Lucy Bejona.  Cruz said there were no casualties in the incident that happened around 7 a.m. Tuesday.",Antipolo City,5km,landslide,downpour,small,unknown,0.0,,,,,glc,3872.0,Philippines,PH,Calabarzon,549543.0,Antipolo,0.89039,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.168,14.5902
cdrc-phil,http://www.cdrc-phil.com/cordillera-region-battered-by-super-typhoon-juan/,2626,10/18/2010 12:00:00 AM,,"Balbalan –Pinukpuk rd, Kalinga province, Cordillera administrative region, Luzon","Kalinga is one among the hardly hit province by super typhoon Juan on October 17 to 19, 2010. The province was under signal # 1 on October 17 then on the early morning of October 18, Kalinga was under Signal #3 then just a few hours it was under signal #4. On October 19, it was under signal number 2. The strong winds with few rainfall was experienced on the late afternoon of October 17, 2010 but in the morning of October 18, 2010, the winds became stronger accompanied by heavy down pour of rains which lasted up to the early morning of October 19, 2010.  At midday in October 18, 2010, Juan’s rage was felt throughout the province; the strong winds and rainfall caused the Chico River and other river systems to swell which flooded the communities and rice fields near the riverbanks. The trees and electric post were uprooted or fallen, roofing materials of houses, waiting sheds, school buildings, pig pens and other building were blown by the winds and fruits of fruit -bearing trees fell dow","Balbalan –Pinukpuk rd, Kalinga province, Cordillera administrative region, Luzon",25km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2626.0,Philippines,PH,Cordillera Administrative Region,2195.0,Balbalan,13.01191,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.2368,17.5541
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20080805-152740/DPWH-hastens-construction-of-4-bridges-in-CAR-N-Luzon,685,08/04/2008 12:00:00 AM,,Abra-Cervantes road and the Mt. Province-Cagayan Road,blocked roads throughout region,Abra-Cervantes road and the Mt. Province-Cagayan Road,unknown,landslide,tropical_cyclone,medium,unknown,,,Typhoon Julian,,,glc,685.0,Philippines,PH,Cordillera Administrative Region,3787.0,Laya,5.91705,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.4196,17.4458
abs-cbnnews.com,http://www.abs-cbnnews.com/storypage.aspx?StoryId=96939,321,10/19/2007 12:00:00 AM,,"Kennon Road in Camp 6, Tuba","week-long slide triggered by rains, unsure of start point, slow slide","Kennon Road in Camp 6, Tuba",25km,landslide,continuous_rain,medium,unknown,5.0,,,,,glc,321.0,Philippines,PH,Cordillera Administrative Region,2653.0,Tabaan,4.27536,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5519,16.3183
Interaksyon,http://www.interaksyon.com/article/102048/3-believed-killed-in-landslides-in-leyte-rescue-and-retrieval-now-ongoing,6613,12/29/2014 12:00:00 AM,,Mindanao,"On Monday, at least three people were killed after Seniang slammed into Mindanao provinces, triggering floods and landslides.",Mindanao,unknown,landslide,tropical_cyclone,medium,unknown,3.0,0.0,Seniang,,,glc,6613.0,Philippines,PH,Northern Mindanao,4781.0,Kibureau,2.11713,12/30/2014 10:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.2236,7.6805
Philippine Information Agency,http://news.pia.gov.ph/article/view/1141476933438/six-road-sections-in-car-are-closed-to-traffic-due-to-typhoon-lawin,9659,10/20/2016 12:00:00 AM,,"Baguio-Bontoc Road, K0390+100","Under the Mt. Province DEO, the Baguio-Bontoc Road, K0390+100, Tikitik Section, was closed to traffic due to landslide.","Baguio-Bontoc Road, K0390+100",50km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Lawin,,,glc,9659.0,Philippines,PH,Cordillera,3370.0,Gambang,3.04173,10/27/2016 01:10:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.8036,16.7693
gmanews.tv,,125,07/13/2007 12:00:00 AM,,Agusan del Norte,gmanews.tv,Agusan del Norte,10km,landslide,unknown,medium,unknown,,,,,,glc,125.0,Philippines,PH,Caraga,309709.0,Butuan,2.85205,09/15/2014 02:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.5593,8.9697
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20100718-281825/Banahaw-hit-by-landslides-due-to-Basyang-rains-no-one-hurt,2077,07/14/2010 12:00:00 AM,,"Mt Banahaw, elevation 1800 m, 4 km long to villages Palola(?), Tinamnam(?) and Manasa(?), near Lucban","Typhoon ""Basyang"" had caused a four-kilometer long landslide atop the Mount Banahaw facing Lucban, Quezon, a local official of the Department of Environment and Natural Resources disclosed Sunday.  Sally Pangan, DENR-park area superintendent, said the typhoon triggered a landslide on a portion of Mount Banahaw and the San Cristobal Protected Landscape.  Pangan said an initial investigation conducted by the DENR and the Southern Luzon State University personnel last Thursday showed that the damaged area was located at about 1,800 meters above sea level.  The landslide started from a crack of loose soil measuring six meters wide and cascaded to about four kilometers down slope, reaching the villages of Palola, Tinamnam and Manasa in Lucban, according to Pangan.  She said trees were uprooted and boulders were washed away but caused no damage to lives and properties.  Pangan pointed to “kaingin” (slash-and-burn farming) and uncontrolled traditional farming practices as the most likely ca","Mt Banahaw, elevation 1800 m, 4 km long to villages Palola(?), Tinamnam(?) and Manasa(?), near Lucban",5km,landslide,tropical_cyclone,medium,unknown,0.0,,Typhoon Basyang,,,glc,2077.0,Philippines,PH,Calabarzon,7418.0,Mamala,6.27751,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.5082,14.0728
GMA News,http://www.gmanetwork.com/news/story/69399/news/nation/lando-landslides-floods-kill-12-across-visayas-mindanao,362,11/19/2007 12:00:00 AM,,Tagana-an town,"A separate report from the National Disaster Coordinating Council (NDCC) said that in Surigao del Norte, seven fatalities were recorded – including two in Placer town, two in Surigao City, and three in Tagana-an town. All were killed by landslides.",Tagana-an town,25km,landslide,tropical_cyclone,medium,unknown,3.0,,Lando,,,glc,362.0,Philippines,PH,Caraga,2600.0,Dinagat,1.9338,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.570322,9.686187255
Rappler,http://www.rappler.com/nation/103333-typhoon-ineng-baguio-landslide-blackout,7722,08/21/2015 12:00:00 AM,,"Bila, Bokod",Strong winds and rains isolated many towns in the Cordillera.,"Bila, Bokod",10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7722.0,Philippines,PH,Cordillera,0.0,Bokod,2.7135,05/26/2016 11:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.8246,16.5132
sunstar,http://www.sunstar.com.ph/cebu/local-news/2012/10/26/landslides-hit-talisay-kill-1-249850,4595,10/25/2012 09:00:00 AM,,Talisay City,"TROPICAL Storm Ofel claimed the life of a trisikad driver who was buried in a landslide in Talisay City yesterday afternoon. That, as Ofel damaged agricultural products, caused power outages and flooded low-lying areas in Cebu’s northern towns as well.",Talisay City,5km,landslide,tropical_cyclone,medium,unknown,1.0,,Tropical Storm Ofel,,,glc,4595.0,Philippines,PH,Central Visayas,133148.0,Talisay,1.78017,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.8332,10.2451
gmanetwork,http://www.gmanetwork.com/news/story/248689/news/regions/heavy-rain-causes-isolated-landslide-in-quezon,4211,02/20/2012 12:00:00 AM,,"Purok 1, Real town, Quezon province","Heavy rain from the tail-end of a cold front caused a small landslide in Real town in Quezon province Monday, rendering a road and bridge impassable to vehicles. Governor David Suarez said no one was initially reported injured in the landslide at Purok 1, even as he said clearing operations are ongoing. ""Maliit ang landslide, which was caused by a large amount of rain,"" Suarez said in an interview on dzBB radio.","Purok 1, Real town, Quezon province",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,4211.0,Philippines,PH,Calabarzon,9163.0,Real,1.18326,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.6034,14.6533
gmanews,http://www.gmanews.tv/story/174355/40-landslides-in-the-cordillera-claim-over-250-lives,1238,10/08/2009 12:00:00 AM,,Bunga in Tadian town,"In the nearby village of Bunga in Tadian town, a residential house was also buried in a separate landslide on Thursday afternoon, killing three family members while two survived.",Bunga in Tadian town,10km,landslide,tropical_cyclone,medium,unknown,3.0,,Tropical Depression Parma,,,glc,1238.0,Philippines,PH,Cordillera Administrative Region,2803.0,Tadian,3.49309,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.8147,16.9645
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20080822-156153/Karen-leaves-10-dead-off-to-HK,736,08/20/2008 12:00:00 AM,,"Barangay Porporikel, Sudipan, La Union","killed in a landslide was Hilario Badungan, 77, of Barangay Porporikel, Sudipan, La Union","Barangay Porporikel, Sudipan, La Union",25km,landslide,tropical_cyclone,medium,unknown,1.0,,Typhoon Karen,,,glc,736.0,Philippines,PH,Ilocos,0.0,Sudipen,1.15966,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.4525,16.9
Inquirer.net,http://newsinfo.inquirer.net/inquirerheadlines/regions/view_article.php?article_id=102592,366,11/20/2007 12:00:00 AM,,highway linking Cebu City to Balamban town,left lots of damage,highway linking Cebu City to Balamban town,25km,landslide,tropical_cyclone,medium,unknown,,,Tropical Storm Lando,,,glc,366.0,Philippines,PH,Central Visayas,798634.0,Cebu City,8.11387,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.8514,10.3789
newsinfo.inquirer,http://newsinfo.inquirer.net/inquirerheadlines/regions/view/20080519-137403/8-killed-as-Cosme-slams-northern-Luzon,541,05/18/2008 12:00:00 AM,,"Benguet, landslides closed: Guiset-Ambuklao-Guirrel in Kabayan and Bokod towns, Dalupirip and Twin River in Itogon town, Kennon Road in Tuba, and Pale",roads in Benguet were closed due to landslides,"Benguet, landslides closed: Guiset-Ambuklao-Guirrel in Kabayan and Bokod towns, Dalupirip and Twin River in Itogon town, Kennon Road in Tuba, and Palew in Tublay; The Barangay Pakpakitan section of the Halsema Highway in Buguias town was closed; Sitios Toll Gate, Kiangan, Mill Site, Power and Green Valley in Barangay Camp 6 along Kennon Road",25km,landslide,tropical_cyclone,medium,unknown,12.0,,Tropical Storm Halong (Cosme),,,glc,541.0,Philippines,PH,Cordillera Administrative Region,0.0,Bokod,0.67917,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.832,16.4956
